ckpt_path: ./log/train/model.ckpt-1011
Tensor("shigenet2/branch_crop/pw-conv3/Relu:0", shape=(?, 1, 1, 10), dtype=float32)
4115 1.0 [b'004958.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4116 1.0 [b'004959.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4117 1.0 [b'004960.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4118 1.0 [b'004961.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4119 1.0 [b'004962.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4120 1.0 [b'004963.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4121 1.0 [b'004964.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4122 1.0 [b'004965.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4123 1.0 [b'004966.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4124 1.0 [b'004967.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4125 1.0 [b'004968.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4126 1.0 [b'004969.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4127 0.0 [b'004970.jpg'] [b'IMG_2324'] kawakami_bench engi1_l
4128 1.0 [b'004971.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4129 0.0 [b'004972.jpg'] [b'IMG_2324'] kawakami_bench engi1_l
4130 0.0 [b'004973.jpg'] [b'IMG_2324'] kawakami_bench engi1_l
4131 1.0 [b'004974.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4132 1.0 [b'004975.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4133 1.0 [b'004976.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4134 1.0 [b'004977.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4135 1.0 [b'004978.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4136 1.0 [b'004979.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4137 0.0 [b'004980.jpg'] [b'IMG_2324'] kawakami_bench engi1_l
4138 1.0 [b'004981.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4139 0.0 [b'004982.jpg'] [b'IMG_2324'] kawakami_bench izumikawa_r
4140 0.0 [b'004983.jpg'] [b'IMG_2324'] kawakami_bench engi1_l
4141 1.0 [b'004984.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4142 1.0 [b'004985.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4143 1.0 [b'004986.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4144 1.0 [b'004987.jpg'] [b'IMG_2324'] kawakami_bench kawakami_bench
4145 0.0 [b'005066.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4146 0.0 [b'005067.jpg'] [b'IMG_2374'] kawakami_bench kawakami_kitsuenjo
4147 0.0 [b'005068.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4148 0.0 [b'005069.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4149 0.0 [b'005070.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4150 0.0 [b'005071.jpg'] [b'IMG_2374'] kawakami_bench izumikawa_r
4151 0.0 [b'005072.jpg'] [b'IMG_2374'] kawakami_bench izumikawa_r
4152 0.0 [b'005073.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4153 0.0 [b'005074.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4154 0.0 [b'005075.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4155 0.0 [b'005076.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4156 1.0 [b'005077.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4157 0.0 [b'005078.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4158 0.0 [b'005079.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4159 1.0 [b'005080.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4160 0.0 [b'005081.jpg'] [b'IMG_2374'] kawakami_bench corp_l
4161 0.0 [b'005082.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4162 0.0 [b'005083.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4163 0.0 [b'005084.jpg'] [b'IMG_2374'] kawakami_bench izumikawa_r
4164 1.0 [b'005085.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4165 0.0 [b'005086.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4166 1.0 [b'005087.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4167 1.0 [b'005088.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4168 1.0 [b'005089.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4169 0.0 [b'005090.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4170 0.0 [b'005091.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4171 0.0 [b'005092.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4172 1.0 [b'005093.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4173 1.0 [b'005094.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4174 1.0 [b'005095.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4175 1.0 [b'005096.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4176 1.0 [b'005097.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4177 1.0 [b'005098.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4178 1.0 [b'005099.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4179 1.0 [b'005100.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4180 1.0 [b'005101.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4181 1.0 [b'005102.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4182 1.0 [b'005103.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4183 1.0 [b'005104.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4184 1.0 [b'005105.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4185 0.0 [b'005106.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4186 1.0 [b'005107.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4187 1.0 [b'005108.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4188 0.0 [b'005109.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4189 1.0 [b'005110.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4190 1.0 [b'005111.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4191 1.0 [b'005112.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4192 1.0 [b'005113.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4193 1.0 [b'005114.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4194 0.0 [b'005115.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4195 1.0 [b'005116.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4196 1.0 [b'005117.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4197 1.0 [b'005118.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4198 0.0 [b'005119.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4199 1.0 [b'005120.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4200 0.0 [b'005121.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4201 0.0 [b'005122.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4202 1.0 [b'005123.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4203 1.0 [b'005124.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4204 1.0 [b'005125.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4205 1.0 [b'005126.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4206 1.0 [b'005127.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4207 0.0 [b'005128.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4208 1.0 [b'005129.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4209 0.0 [b'005130.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4210 0.0 [b'005131.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4211 1.0 [b'005132.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4212 1.0 [b'005133.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4213 0.0 [b'005134.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4214 0.0 [b'005135.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4215 1.0 [b'005137.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4216 0.0 [b'005139.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4217 0.0 [b'005140.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4218 0.0 [b'005141.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4219 1.0 [b'005142.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4220 1.0 [b'005143.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4221 0.0 [b'005144.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4222 1.0 [b'005145.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4223 1.0 [b'005146.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4224 0.0 [b'005148.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4225 0.0 [b'005149.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4226 1.0 [b'005150.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4227 0.0 [b'005151.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4228 0.0 [b'005152.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4229 1.0 [b'005153.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4230 1.0 [b'005154.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4231 0.0 [b'005155.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4232 0.0 [b'005156.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4233 1.0 [b'005157.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4234 0.0 [b'005159.jpg'] [b'IMG_2374'] kawakami_bench izumikawa_r
4235 1.0 [b'005160.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4236 1.0 [b'005161.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4237 1.0 [b'005162.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4238 1.0 [b'005163.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4239 0.0 [b'005164.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4240 1.0 [b'005166.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4241 0.0 [b'005167.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4242 1.0 [b'005168.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4243 0.0 [b'005169.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4244 0.0 [b'005170.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4245 0.0 [b'005171.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4246 1.0 [b'005172.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4247 1.0 [b'005173.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4248 1.0 [b'005174.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4249 0.0 [b'005175.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4250 0.0 [b'005176.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4251 0.0 [b'005177.jpg'] [b'IMG_2374'] kawakami_bench izumikawa_r
4252 1.0 [b'005178.jpg'] [b'IMG_2374'] kawakami_bench kawakami_bench
4253 0.0 [b'005179.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4254 0.0 [b'005180.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4255 0.0 [b'005181.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4256 0.0 [b'005182.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4257 0.0 [b'005183.jpg'] [b'IMG_2374'] kawakami_bench engi1_r
4258 0.0 [b'005184.jpg'] [b'IMG_2374'] kawakami_bench engi1_l
4259 1.0 [b'005185.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4260 0.0 [b'005186.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4261 0.0 [b'005187.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4262 1.0 [b'005188.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4263 0.0 [b'005189.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4264 0.0 [b'005190.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4265 1.0 [b'005191.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4266 1.0 [b'005192.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4267 1.0 [b'005193.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4268 0.0 [b'005194.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4269 0.0 [b'005195.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4270 1.0 [b'005196.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4271 1.0 [b'005197.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4272 1.0 [b'005198.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4273 1.0 [b'005199.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4274 0.0 [b'005200.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4275 1.0 [b'005201.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4276 0.0 [b'005202.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4277 0.0 [b'005203.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4278 1.0 [b'005204.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4279 1.0 [b'005205.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4280 1.0 [b'005206.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4281 1.0 [b'005207.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4282 1.0 [b'005208.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4283 1.0 [b'005209.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4284 1.0 [b'005210.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4285 0.0 [b'005211.jpg'] [b'IMG_2317'] kawakami_bench engi1_l
4286 1.0 [b'005212.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4287 1.0 [b'005213.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4288 1.0 [b'005214.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4289 1.0 [b'005215.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4290 1.0 [b'005216.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4291 1.0 [b'005217.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4292 1.0 [b'005218.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4293 1.0 [b'005219.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4294 1.0 [b'005220.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4295 1.0 [b'005221.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4296 0.0 [b'005222.jpg'] [b'IMG_2317'] kawakami_bench kawakami_kitsuenjo
4297 1.0 [b'005223.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4298 1.0 [b'005224.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4299 1.0 [b'005225.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4300 0.0 [b'005226.jpg'] [b'IMG_2317'] kawakami_bench engi1_l
4301 1.0 [b'005227.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4302 1.0 [b'005228.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4303 1.0 [b'005229.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4304 1.0 [b'005230.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4305 1.0 [b'005231.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4306 1.0 [b'005232.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4307 1.0 [b'005233.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4308 1.0 [b'005234.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4309 1.0 [b'005235.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4310 1.0 [b'005236.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4311 1.0 [b'005237.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4312 1.0 [b'005238.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4313 1.0 [b'005239.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4314 1.0 [b'005240.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4315 1.0 [b'005241.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4316 1.0 [b'005242.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4317 1.0 [b'005243.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4318 1.0 [b'005244.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4319 1.0 [b'005245.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4320 1.0 [b'005246.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4321 1.0 [b'005247.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4322 1.0 [b'005248.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4323 0.0 [b'005249.jpg'] [b'IMG_2317'] kawakami_bench engi1_l
4324 1.0 [b'005250.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4325 1.0 [b'005251.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4326 1.0 [b'005252.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4327 1.0 [b'005253.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4328 1.0 [b'005254.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4329 1.0 [b'005255.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4330 1.0 [b'005256.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4331 1.0 [b'005257.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4332 1.0 [b'005258.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4333 1.0 [b'005259.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4334 1.0 [b'005260.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4335 1.0 [b'005261.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4336 0.0 [b'005262.jpg'] [b'IMG_2317'] kawakami_bench izumikawa_r
4337 1.0 [b'005263.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4338 1.0 [b'005264.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4339 1.0 [b'005265.jpg'] [b'IMG_2317'] kawakami_bench kawakami_bench
4340 0.0 [b'005266.jpg'] [b'IMG_2317'] kawakami_bench engi1_l
4341 1.0 [b'005356.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4342 0.0 [b'005357.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4343 0.0 [b'005358.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4344 0.0 [b'005359.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4345 0.0 [b'005360.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4346 0.0 [b'005361.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4347 0.0 [b'005362.jpg'] [b'IMG_2350'] kawakami_bench engi1_r
4348 0.0 [b'005363.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4349 0.0 [b'005364.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4350 0.0 [b'005365.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4351 0.0 [b'005366.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4352 0.0 [b'005367.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4353 1.0 [b'005368.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4354 0.0 [b'005369.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4355 0.0 [b'005370.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4356 0.0 [b'005371.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4357 0.0 [b'005372.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4358 0.0 [b'005373.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4359 1.0 [b'005374.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4360 0.0 [b'005375.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4361 0.0 [b'005376.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4362 1.0 [b'005377.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4363 0.0 [b'005378.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4364 0.0 [b'005379.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4365 0.0 [b'005380.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4366 1.0 [b'005382.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4367 1.0 [b'005383.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4368 0.0 [b'005384.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4369 0.0 [b'005385.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4370 0.0 [b'005386.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4371 1.0 [b'005387.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4372 1.0 [b'005388.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4373 0.0 [b'005389.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4374 0.0 [b'005390.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4375 1.0 [b'005391.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4376 0.0 [b'005392.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4377 1.0 [b'005393.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4378 1.0 [b'005394.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4379 1.0 [b'005395.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4380 1.0 [b'005396.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4381 0.0 [b'005397.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4382 0.0 [b'005398.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4383 0.0 [b'005399.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4384 1.0 [b'005400.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4385 0.0 [b'005401.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4386 0.0 [b'005402.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4387 1.0 [b'005403.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4388 0.0 [b'005404.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4389 1.0 [b'005405.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4390 1.0 [b'005406.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4391 1.0 [b'005407.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4392 0.0 [b'005408.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4393 0.0 [b'005409.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4394 1.0 [b'005410.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4395 1.0 [b'005411.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4396 0.0 [b'005412.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4397 1.0 [b'005413.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4398 0.0 [b'005414.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4399 0.0 [b'005415.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4400 0.0 [b'005416.jpg'] [b'IMG_2350'] kawakami_bench izumikawa_r
4401 0.0 [b'005417.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4402 1.0 [b'005418.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4403 0.0 [b'005419.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4404 0.0 [b'005420.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4405 0.0 [b'005421.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4406 0.0 [b'005422.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4407 0.0 [b'005423.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4408 1.0 [b'005424.jpg'] [b'IMG_2350'] kawakami_bench kawakami_bench
4409 0.0 [b'005425.jpg'] [b'IMG_2350'] kawakami_bench engi1_l
4410 0.0 [b'005426.jpg'] [b'IMG_2379'] corp_l engi1_l
4411 0.0 [b'005427.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4412 0.0 [b'005428.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4413 1.0 [b'005429.jpg'] [b'IMG_2379'] corp_l corp_l
4414 0.0 [b'005430.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4415 0.0 [b'005431.jpg'] [b'IMG_2379'] corp_l engi1_r
4416 0.0 [b'005432.jpg'] [b'IMG_2379'] corp_l engi1_l
4417 1.0 [b'005433.jpg'] [b'IMG_2379'] corp_l corp_l
4418 0.0 [b'005434.jpg'] [b'IMG_2379'] corp_l engi1_r
4419 0.0 [b'005435.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4420 0.0 [b'005436.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4421 1.0 [b'005437.jpg'] [b'IMG_2379'] corp_l corp_l
4422 0.0 [b'005438.jpg'] [b'IMG_2379'] corp_l engi1_r
4423 1.0 [b'005439.jpg'] [b'IMG_2379'] corp_l corp_l
4424 0.0 [b'005440.jpg'] [b'IMG_2379'] corp_l engi1_l
4425 0.0 [b'005441.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4426 0.0 [b'005442.jpg'] [b'IMG_2379'] corp_l engi1_l
4427 0.0 [b'005443.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4428 0.0 [b'005444.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4429 0.0 [b'005445.jpg'] [b'IMG_2379'] corp_l engi1_l
4430 1.0 [b'005446.jpg'] [b'IMG_2379'] corp_l corp_l
4431 1.0 [b'005447.jpg'] [b'IMG_2379'] corp_l corp_l
4432 1.0 [b'005448.jpg'] [b'IMG_2379'] corp_l corp_l
4433 1.0 [b'005449.jpg'] [b'IMG_2379'] corp_l corp_l
4434 0.0 [b'005450.jpg'] [b'IMG_2379'] corp_l kawakami_kitsuenjo
4435 1.0 [b'005451.jpg'] [b'IMG_2379'] corp_l corp_l
4436 0.0 [b'005452.jpg'] [b'IMG_2379'] corp_l izumikawa_r
